cider_d,bleu_4,rouge_l,n_shots
0.9529992032892058,0.2706519963775633,0.5430128368733105,0
1.1763825658990918,0.3419081821813345,0.5684090281805481,2
1.2014537826070146,0.3459588115289981,0.5737141226381521,4
1.2203159395096936,0.3561115734807336,0.5782415256675142,8
