cider_d,bleu_4,rouge_l,n_shots
0.9438173350522618,0.2673805881733556,0.5410974236393323,0
1.103786643834011,0.3218562990861091,0.5510309052034631,2
1.1499177374726686,0.33463858050012263,0.5584459154849722,4
1.1565593695031806,0.33659531999904424,0.5616428209939689,8
