cider_d,bleu_4,rouge_l,n_shots
0.27376845031139796,0.10652897272907658,0.3583564963409409,0
0.9520496923179027,0.2699407263206556,0.5195401568967646,2
0.9629508167479384,0.27057136360414114,0.5180623557860179,4
0.6082769985044755,0.15223046014740174,0.4159658793768045,8
