cider_d,bleu_4,rouge_l,n_shots
0.26799673236468513,0.1058716968346669,0.3579474917691151,0
1.079726767625956,0.3159760902828507,0.5457747409120144,2
1.1156245124778157,0.324112020377247,0.5573642811338525,4
0.9607027264037074,0.2729637915827693,0.5115394578697021,8
