precision,recall,f-score,accuracy,n_shots
0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.3604060913705584,2
0.0,0.0,0.0,0.027607361963190184,4
0.0,0.0,0.0,0.006006006006006006,8
