precision,recall,f-score,accuracy,n_shots
0.1783876500857633,0.15522388059701492,0.16600159616919394,0.2822966507177033,0
0.16304347826086957,0.08955223880597014,0.11560693641618498,0.4596949891067538,2
0.1309192200557103,0.07014925373134329,0.0913508260447036,0.43315508021390375,4
0.41331658291457285,0.491044776119403,0.4488403819918145,0.6584158415841584,8
